InvoiceNo;Order
Invoice6631;burgers,mineral water,soup,cereals
Invoice6632;tomatoes,milk,whole wheat rice
Invoice6633;frozen vegetables,soup,milk,olive oil
Invoice6634;turkey,spinach,eggs
Invoice6635;burgers
Invoice6636;extra dark chocolate
Invoice6637;chocolate
Invoice6638;ground beef
Invoice6639;escalope
Invoice6640;soda
Invoice6641;ground beef,almonds
Invoice6642;burgers,eggs,frozen smoothie,body spray
Invoice6643;shrimp,spaghetti,energy bar
Invoice6644;spaghetti,french wine,salmon,frozen smoothie,cottage cheese
Invoice6645;antioxydant juice
Invoice6646;milk,cookies
Invoice6647;tomatoes,flax seed,escalope,mushroom cream sauce,pancakes,green tea
Invoice6648;mineral water,whole wheat rice,french fries,escalope,hot dogs,cottage cheese,pancakes,green tea
Invoice6649;spaghetti,muffins
Invoice6650;ham,muffins,eggs,french fries,cottage cheese,fresh bread
Invoice6651;mineral water
Invoice6652;eggs,white wine
Invoice6653;fresh tuna,ground beef,chocolate,butter,eggs,rice,chicken,green tea,french fries
Invoice6654;honey,zucchini
Invoice6655;chocolate,shrimp,cereals,champagne,green tea
Invoice6656;champagne
Invoice6657;gums,escalope,mushroom cream sauce
Invoice6658;turkey,grated cheese,mineral water,milk,butter,whole wheat rice
Invoice6659;spaghetti,soup,olive oil,cake,extra dark chocolate
Invoice6660;mineral water,rice,cottage cheese,pancakes
Invoice6661;burgers
Invoice6662;frozen vegetables,ground beef,mineral water,french wine,chutney,chicken,eggplant
Invoice6663;spaghetti,mineral water,french fries
Invoice6664;french fries,escalope
Invoice6665;energy drink
Invoice6666;grated cheese,whole wheat pasta,mineral water,chocolate,milk,olive oil,french wine
Invoice6667;chocolate,almonds,green grapes,eggs,cake,french fries,escalope
Invoice6668;milk,fresh bread
Invoice6669;frozen vegetables,tomatoes,parmesan cheese
Invoice6670;escalope
Invoice6671;parmesan cheese,french wine
Invoice6672;grated cheese,herb & pepper,mineral water,salmon,chicken,cookies,protein bar,fresh bread,zucchini
Invoice6673;shrimp
Invoice6674;milk,shallot,cottage cheese,tomato juice,green tea
Invoice6675;turkey,spinach,french fries
Invoice6676;mineral water,body spray
Invoice6677;pickles,parmesan cheese,spaghetti,soup,energy bar,eggs,cake,brownies,energy drink
Invoice6678;pepper,spaghetti,black tea,french wine,yogurt cake
Invoice6679;milk,yogurt cake
Invoice6680;soup,melons,salad
Invoice6681;herb & pepper,ground beef,pepper,tomato sauce,mineral water,chutney,eggs,oil,oatmeal,chocolate,brownies
Invoice6682;champagne
Invoice6683;burgers,mineral water,soup,escalope
Invoice6684;shrimp,olive oil,whole wheat rice,chocolate,tomato juice
Invoice6685;chocolate,grated cheese,tomato sauce,spaghetti,eggplant,champagne,fresh bread,low fat yogurt
Invoice6686;spaghetti,meatballs,chocolate,escalope
Invoice6687;muffins
Invoice6688;frozen vegetables,mineral water,hot dogs,cauliflower
Invoice6689;tomatoes,chocolate,black tea,honey,champagne
Invoice6690;parmesan cheese,whole wheat rice
Invoice6691;whole wheat pasta,mineral water
Invoice6692;chocolate
Invoice6693;grated cheese,frozen vegetables,fromage blanc,chocolate,french fries,escalope
Invoice6694;burgers,eggs
Invoice6695;eggs
Invoice6696;mineral water,muffins,french fries
Invoice6697;herb & pepper,shrimp,parmesan cheese,whole wheat pasta,meatballs,milk,almonds,eggs
Invoice6698;herb & pepper,black tea,strawberries
Invoice6699;spaghetti,chocolate
Invoice6700;whole wheat pasta,mineral water,olive oil,cake,french fries,strawberries,pancakes,light mayo
Invoice6701;burgers,fromage blanc,honey
Invoice6702;shrimp,spaghetti,butter,pancakes,honey,carrots
Invoice6703;mineral water,soup,milk,olive oil,cooking oil
Invoice6704;shrimp
Invoice6705;chocolate,cottage cheese
Invoice6706;whole wheat pasta,salmon,vegetables mix
Invoice6707;spaghetti,chocolate,energy bar,french fries,candy bars,green tea
Invoice6708;turkey,ground beef,meatballs,eggplant,escalope
Invoice6709;ham,red wine,pepper,spaghetti,flax seed,whole wheat rice
Invoice6710;milk,oil,carrots,frozen smoothie,hot dogs,tomato juice
Invoice6711;cookies
Invoice6712;mineral water,milk,chicken,vegetables mix,green tea
Invoice6713;burgers,spaghetti
Invoice6714;turkey,spaghetti
Invoice6715;turkey,shrimp,spaghetti,mineral water,milk,soda,burger sauce,asparagus
Invoice6716;burgers,shrimp,frozen vegetables,ground beef,meatballs,whole wheat rice,barbecue sauce,sparkling water,green tea
Invoice6717;shrimp,ground beef,spaghetti,avocado,cake,pancakes,white wine,toothpaste
Invoice6718;vegetables mix,french fries,fresh bread
Invoice6719;burgers,shrimp,mineral water,almonds,vegetables mix,honey,strawberries,candy bars
Invoice6720;mineral water,whole wheat rice,zucchini
Invoice6721;fresh tuna,mineral water,almonds,cider,whole wheat rice,carrots,escalope,green tea
Invoice6722;magazines
Invoice6723;chocolate
Invoice6724;mushroom cream sauce
Invoice6725;red wine,ground beef,spaghetti,avocado,eggs
Invoice6726;chocolate,french fries
Invoice6727;soup,olive oil
Invoice6728;turkey,eggs,ketchup,french fries
Invoice6729;grated cheese
Invoice6730;eggs
Invoice6731;french fries
Invoice6732;mineral water,eggs
Invoice6733;whole wheat pasta
Invoice6734;fresh tuna
Invoice6735;eggs,pasta
Invoice6736;eggs,cookies
Invoice6737;pepper,mineral water,milk,eggs,whole wheat rice,frozen smoothie
Invoice6738;mineral water,milk,pancakes,extra dark chocolate,low fat yogurt
Invoice6739;milk,flax seed,almonds,eggs,cooking oil,chocolate,french fries,magazines
Invoice6740;eggs
Invoice6741;mineral water
Invoice6742;eggs
Invoice6743;eggs,escalope
Invoice6744;tomatoes,whole wheat pasta,spaghetti,chocolate,milk,french fries,pancakes,mayonnaise
Invoice6745;turkey,olive oil,chicken,frozen smoothie,fresh bread,low fat yogurt
Invoice6746;turkey,parmesan cheese,spaghetti,french wine,salmon,eggs,champagne,low fat yogurt
Invoice6747;pepper,spaghetti,blueberries,escalope,shallot,low fat yogurt
Invoice6748;herb & pepper,tomatoes,spaghetti,mineral water,salmon,eggs
Invoice6749;burgers,shrimp,whole wheat pasta,olive oil,eggs,cookies,energy drink,fresh bread
Invoice6750;spaghetti,black tea,french fries,escalope
Invoice6751;chocolate,frozen vegetables,whole wheat pasta,mineral water,olive oil,energy bar,chicken,white wine
Invoice6752;frozen vegetables,tomatoes,mineral water,eggs,green tea,tomato juice
Invoice6753;frozen vegetables,ground beef,chocolate,rice,french fries,fresh bread
Invoice6754;tomatoes,butter,chutney,green tea
Invoice6755;milk,french fries
Invoice6756;frozen vegetables,ground beef,mineral water,chocolate,soup,milk,green tea
Invoice6757;french fries,cookies
Invoice6758;eggs,french fries
Invoice6759;flax seed
Invoice6760;pancakes,cake,cooking oil
Invoice6761;toothpaste
Invoice6762;meatballs,whole wheat rice,cake
Invoice6763;mineral water,soup,gums
Invoice6764;herb & pepper,tomato sauce,mineral water,carrots,cereals
Invoice6765;ham,herb & pepper,whole wheat pasta,spaghetti,soup,milk,olive oil,butter,whole wheat rice
Invoice6766;shrimp,mineral water,pancakes
Invoice6767;butter,chicken,french fries
Invoice6768;whole wheat pasta,mineral water,light cream,extra dark chocolate,clothes accessories,pancakes
Invoice6769;eggs
Invoice6770;mineral water,meatballs,milk,energy bar,chocolate,french fries,low fat yogurt
Invoice6771;grated cheese,mineral water
Invoice6772;toothpaste
Invoice6773;grated cheese,spaghetti,olive oil,eggs,whole wheat rice,cake,chicken,white wine
Invoice6774;bug spray,protein bar
Invoice6775;shrimp,frozen vegetables,mineral water,vegetables mix,eggs,whole wheat rice
Invoice6776;spaghetti,mineral water,salmon
Invoice6777;cake
Invoice6778;brownies
Invoice6779;soup,eggs,cake
Invoice6780;mineral water,eggs,oil,protein bar,green tea
Invoice6781;burgers,ground beef,spaghetti,salmon,eggs,honey,extra dark chocolate,escalope,protein bar
Invoice6782;french fries,frozen smoothie,cottage cheese
Invoice6783;muffins,whole wheat rice,cake,fresh bread
Invoice6784;frozen vegetables,mineral water,meatballs,whole wheat rice,chocolate
Invoice6785;fresh tuna,tomatoes,ground beef,spaghetti,mineral water,olive oil,french wine,pancakes,cooking oil
Invoice6786;ham,frozen vegetables,eggs,mint green tea,french fries,pancakes,low fat yogurt
Invoice6787;whole wheat pasta,milk,pancakes,eggs
Invoice6788;spaghetti,mineral water,eggs,cottage cheese,zucchini
Invoice6789;herb & pepper,honey
Invoice6790;escalope
Invoice6791;chocolate,cake,cereals,cookies,tomato juice,green tea
Invoice6792;mineral water,eggs,honey,protein bar
Invoice6793;shrimp,mineral water
Invoice6794;turkey,frozen vegetables,mineral water
Invoice6795;tomato juice
Invoice6796;green tea
Invoice6797;herb & pepper,cooking oil
Invoice6798;cookies
Invoice6799;turkey,grated cheese,avocado,butter,cooking oil,fresh bread
Invoice6800;turkey,herb & pepper,whole wheat pasta,spaghetti,mineral water
Invoice6801;mineral water,energy drink
Invoice6802;herb & pepper,spaghetti,eggs,cake,protein bar
Invoice6803;cookies
Invoice6804;cookies
Invoice6805;mineral water,cake,low fat yogurt
Invoice6806;mineral water,mint green tea,escalope
Invoice6807;fresh tuna,olive oil,salmon,eggs,melons
Invoice6808;turkey,parmesan cheese,milk,green tea,chocolate
Invoice6809;ground beef,spaghetti,mineral water,meatballs,vegetables mix
Invoice6810;tomato juice
Invoice6811;red wine,yams,mineral water,olive oil,eggs,chocolate,hot dogs,strawberries
Invoice6812;burgers,mushroom cream sauce,low fat yogurt
Invoice6813;ham,mineral water,soup,almonds,light cream,chicken,chocolate,french fries,cookies
Invoice6814;frozen vegetables,mineral water,energy bar,fromage blanc,cake,brownies,energy drink
Invoice6815;ground beef,pepper,spaghetti,mineral water,green grapes,green tea,escalope
Invoice6816;tomatoes,green tea
Invoice6817;milk
Invoice6818;ground beef,mineral water,soup,milk
Invoice6819;cookies
Invoice6820;grated cheese,spaghetti,mineral water,cereals
Invoice6821;ground beef,milk,whole wheat rice,green tea
Invoice6822;burgers,yams,butter,cake,chili,chocolate
Invoice6823;pancakes
Invoice6824;shrimp,mineral water,black tea,almonds,chicken,eggplant
Invoice6825;chocolate,cake
Invoice6826;mineral water,chocolate,escalope
Invoice6827;yams
Invoice6828;mineral water,avocado
Invoice6829;herb & pepper,chicken,cookies
Invoice6830;fresh tuna,frozen vegetables
Invoice6831;low fat yogurt
Invoice6832;turkey,fromage blanc,pancakes,honey,whole wheat rice,ketchup,french fries,tomato juice
Invoice6833;mineral water,gums,green tea,cookies
Invoice6834;burgers,tomatoes,mineral water,soup,milk
Invoice6835;white wine
Invoice6836;grated cheese,herb & pepper,pepper,milk,butter,nonfat milk,eggs,cooking oil,chicken,hot dogs,low fat yogurt
Invoice6837;frozen vegetables,mineral water,chicken,oil,body spray
Invoice6838;milk,strawberries,low fat yogurt
Invoice6839;red wine,ground beef,mineral water,olive oil,light cream,gluten free bar,low fat yogurt
Invoice6840;cookies
Invoice6841;antioxydant juice,french fries,pancakes,light mayo
Invoice6842;herb & pepper,whole wheat pasta,milk,olive oil
Invoice6843;chocolate,ground beef,milk,chicken,fresh bread
Invoice6844;milk,salmon,green tea
Invoice6845;chicken
Invoice6846;low fat yogurt
Invoice6847;french wine,vegetables mix
Invoice6848;herb & pepper,ground beef,chocolate
Invoice6849;energy bar,pancakes,champagne
Invoice6850;herb & pepper,mineral water,eggs,cake,cereals,brownies,pancakes,tomato juice,low fat yogurt,green tea
Invoice6851;eggs
Invoice6852;mineral water,milk,extra dark chocolate,protein bar,zucchini,green tea
Invoice6853;chocolate
Invoice6854;burgers,red wine,ground beef,mineral water,pancakes,honey,gums
Invoice6855;shrimp,parmesan cheese
Invoice6856;mushroom cream sauce,sandwich
Invoice6857;mineral water
Invoice6858;tomatoes,spaghetti,cookies
Invoice6859;turkey,frozen vegetables,ground beef,mineral water,low fat yogurt
Invoice6860;turkey,cooking oil,chocolate,mushroom cream sauce,cottage cheese
Invoice6861;cookies
Invoice6862;cake,french fries,pancakes
Invoice6863;chocolate
Invoice6864;burgers,black tea,eggs,cookies
Invoice6865;energy bar
Invoice6866;cake,french fries,energy drink
Invoice6867;ground beef,mineral water,milk,pancakes,eggs,cottage cheese,fresh bread
Invoice6868;ground beef,corn,cauliflower
Invoice6869;herb & pepper,ground beef,spaghetti,honey,french fries,pancakes,low fat yogurt
Invoice6870;milk,butter,chicken,eggs,whole wheat rice,cake,carrots,eggplant,magazines
Invoice6871;turkey,mineral water,milk,nonfat milk,pancakes
Invoice6872;chutney,vegetables mix
Invoice6873;mineral water,chicken,pancakes,cooking oil,cookies,cottage cheese,green tea
Invoice6874;parmesan cheese,avocado,milk,energy bar,salmon,cookies
Invoice6875;chocolate,escalope
Invoice6876;meatballs,almonds
Invoice6877;almonds,eggs,yogurt cake
Invoice6878;frozen smoothie,pancakes
Invoice6879;salad
Invoice6880;eggs,cookies
Invoice6881;cookies
Invoice6882;tomatoes,meatballs,chicken,eggs
Invoice6883;tomatoes,chocolate,eggs,pancakes
Invoice6884;eggs,whole wheat rice
Invoice6885;herb & pepper
Invoice6886;nonfat milk,escalope
Invoice6887;french fries,yogurt cake
Invoice6888;cookies
Invoice6889;frozen vegetables
Invoice6890;yams,eggplant
Invoice6891;eggs
Invoice6892;cookies
Invoice6893;chocolate,pancakes,light cream,chili,extra dark chocolate
Invoice6894;whole wheat pasta,french fries,brownies
Invoice6895;ground beef,cookies,toothpaste,green tea
Invoice6896;ham,whole wheat rice,french fries,champagne,cauliflower
Invoice6897;whole wheat rice
Invoice6898;shrimp,milk,butter,cake,chocolate bread,green tea
Invoice6899;mineral water,sparkling water,yogurt cake,energy drink,light mayo
Invoice6900;french fries,escalope,pasta,mushroom cream sauce,green tea
Invoice6901;ground beef,spaghetti,yams,eggs,cookies,mushroom cream sauce
Invoice6902;frozen vegetables,french fries
Invoice6903;ground beef,spaghetti,mineral water,chocolate,salmon,chicken,chocolate,frozen smoothie
Invoice6904;parmesan cheese,hot dogs
Invoice6905;cooking oil,cottage cheese
Invoice6906;herb & pepper,vegetables mix,clothes accessories
Invoice6907;milk,eggs,burger sauce,cooking oil,sandwich
Invoice6908;chocolate,cake,cottage cheese,green tea
Invoice6909;eggs,chocolate,yogurt cake
Invoice6910;fresh tuna,spaghetti,french wine,cake,strawberries
Invoice6911;turkey,mineral water,milk,eggs,cooking oil
Invoice6912;ground beef,spaghetti,mineral water,fromage blanc,bacon,pancakes,whole wheat rice,oil,french fries,cottage cheese,green tea
Invoice6913;whole wheat rice,hot dogs
Invoice6914;meatballs,energy drink,fresh bread
Invoice6915;burgers,grated cheese,frozen vegetables,ground beef,spaghetti,mineral water,soup,eggs,french fries
Invoice6916;frozen vegetables,cake,french fries,pancakes
Invoice6917;cookies
Invoice6918;burgers,mineral water,whole wheat rice
Invoice6919;french fries
Invoice6920;frozen vegetables,ketchup,green tea
Invoice6921;frozen vegetables
Invoice6922;mineral water,vegetables mix,eggs,cake,chicken,french fries
Invoice6923;ham,cookies
Invoice6924;herb & pepper,ground beef,brownies,low fat yogurt
Invoice6925;strawberries,melons
Invoice6926;muffins
Invoice6927;spaghetti,black tea,strong cheese,cooking oil,mushroom cream sauce
Invoice6928;green grapes
Invoice6929;eggs,escalope
Invoice6930;frozen vegetables,eggs
Invoice6931;burgers,eggs,french fries
Invoice6932;frozen smoothie
Invoice6933;mineral water,green tea
Invoice6934;parmesan cheese,ground beef,spaghetti,milk,honey
Invoice6935;eggs,cooking oil
Invoice6936;spaghetti,mineral water,milk,olive oil,ham,mint green tea,french fries
Invoice6937;burgers,fresh tuna,eggs,french fries,champagne
Invoice6938;turkey,ground beef,salmon,honey
Invoice6939;mineral water,cake,gums
Invoice6940;cookies,brownies,pancakes
Invoice6941;cookies
Invoice6942;babies food,fresh bread
Invoice6943;escalope
Invoice6944;low fat yogurt
Invoice6945;mineral water
Invoice6946;milk,cookies
Invoice6947;vegetables mix
Invoice6948;spaghetti
Invoice6949;mineral water
Invoice6950;spaghetti,mineral water,olive oil,green tea,zucchini
Invoice6951;french fries
Invoice6952;soup,avocado,eggs,melons,white wine
Invoice6953;mineral water,muffins
Invoice6954;chocolate,cookies,champagne,energy drink,green tea
Invoice6955;shrimp,energy drink,green tea
Invoice6956;pancakes
Invoice6957;low fat yogurt
Invoice6958;red wine,whole wheat pasta,avocado,olive oil,green tea
Invoice6959;protein bar
Invoice6960;grated cheese,ground beef,tomato sauce,mineral water,salmon,eggs,whole weat flour,protein bar,zucchini
Invoice6961;cookies
Invoice6962;burgers,frozen vegetables,chicken,cake,chocolate
Invoice6963;black tea,vegetables mix,pancakes,eggs,cereals
Invoice6964;turkey,mineral water,eggs,magazines,green tea
Invoice6965;whole wheat pasta,milk,strong cheese
Invoice6966;muffins
Invoice6967;burgers,ham
Invoice6968;mineral water,milk,blueberries
Invoice6969;butter
Invoice6970;mineral water
Invoice6971;ham,salmon,french fries
Invoice6972;herb & pepper,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,olive oil,chicken,eggs,rice,burger sauce,extra dark chocolate,protein bar
Invoice6973;milk,bug spray,green tea,energy drink,hand protein bar,tomato juice
Invoice6974;cookies,green tea
Invoice6975;parmesan cheese,pancakes
Invoice6976;mineral water
Invoice6977;mineral water,pancakes
Invoice6978;cookies
Invoice6979;frozen vegetables,tomatoes
Invoice6980;pepper,oil,clothes accessories,chocolate,salt,green tea
Invoice6981;mineral water,meatballs,chicken,frozen smoothie
Invoice6982;spaghetti,blueberries
Invoice6983;shrimp,french wine
Invoice6984;champagne
Invoice6985;grated cheese,shrimp,frozen vegetables,parmesan cheese,ground beef,chicken,antioxydant juice,chocolate,frozen smoothie,escalope
